target_date,reason,missing_feature_columns,diagnostic_values
2021-09-15,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 33.6}"
2021-09-16,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 30.2}"
2021-09-17,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 33.0}"
2021-09-18,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 31.9}"
2021-09-19,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 34.1}"
2021-09-20,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 33.2}"
2021-09-21,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 32.1}"
2021-09-22,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 32.3}"
2021-09-23,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 31.7}"
2021-09-24,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 34.0}"
2021-09-25,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 30.2}"
2021-09-26,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 32.0}"
2021-09-27,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 32.3}"
2021-09-28,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 31.6}"
2021-09-29,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 32.8}"
2021-09-30,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 32.2}"
2021-10-01,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 32.7}"
2021-10-02,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 32.9}"
2021-10-03,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 33.1}"
2021-10-04,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 32.9}"
2021-10-05,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 29.9}"
2021-10-06,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 32.7}"
2021-10-07,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 32.8}"
2021-10-08,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 31.7}"
2021-10-09,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 30.8}"
2021-10-10,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 26.8}"
2021-10-11,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 27.9}"
2021-10-12,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 27.9}"
2021-10-13,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 32.7}"
2021-10-14,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 26.4}"
2021-10-15,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 27.4}"
2021-10-16,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 30.0}"
2021-10-17,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 27.6}"
2021-10-18,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 30.3}"
2021-10-19,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 28.0}"
2021-10-20,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 27.7}"
2021-10-21,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 28.9}"
2021-10-22,"before_archived_first_prediction_date; row-level archive begins on 2021-12-30 even though the current feature table contains HKO cutoff temperature for many earlier dates. The first archived date matches the first non-null HKO 15:00 pressure feature, so R01 records this as an archive/code sample-gate discrepancy requiring the exact old generator to prove intent.","['hko_temp_at_tminus1_1500_c', 'hko_rh_at_tminus1_1500_pct', 'hko_mslp_at_tminus1_1500_hpa', 'hko_temp_tminus1_1200_c', 'hko_temp_tminus1_0900_c']","{'hko_temp_at_tminus1_1500_c': None, 'hko_rh_at_tminus1_1500_pct': None, 'hko_mslp_at_tminus1_1500_hpa': None, 'hko_temp_tminus1_1200_c': None, 'hko_temp_tminus1_0900_c': None, 'hko_tminus2_official_tmax_c': 29.8}"
